58785.64179948997 21364.293218 50.132799 8225.597670 11.632752 -92.042560 70.898484 57.123424 0.000001 0.225722 0.011410 0.146212 0.008774  0.085864 0.127064  -9.421774
58815.62403322989 21438.131472 48.543059 8352.173642 11.811757 -83.220494 68.650253 56.645094 0.000001 0.212270 0.010630 0.171174 0.009037  0.049325 0.115881 -21.440473
58839.55305327987 21369.989857 55.520576 8533.933892 12.068805  -1.305641 78.517951 57.022744 0.000001 0.247549 0.011494 0.168415 0.009542 -1.346819 0.164173 -26.976066
