TESS_time TESS_flux TESS_fluxerr
2.459119832547122613e+06 1.001009859783257516e+00 2.529520557826416514e-03
2.459119833936032839e+06 9.964786588323935046e-01 2.527479739323728550e-03
2.459119835324943066e+06 9.954331244815843860e-01 2.525381790793339385e-03
2.459119836713853758e+06 9.990015814371900893e-01 2.527462104040152646e-03
2.459119838102763984e+06 1.005719865567334059e+00 2.532592685596693309e-03
2.459119839491674211e+06 9.993544136114341780e-01 2.529388079974690534e-03
2.459119840880583972e+06 1.002862834534065772e+00 2.534253903191574682e-03
2.459119842269494198e+06 1.003445315511112934e+00 2.531562162504416395e-03
2.459119843658404425e+06 9.952730086269950815e-01 2.527120308364204718e-03
2.459119845047314651e+06 1.001298196055507406e+00 2.530692358599610260e-03
2.459119846436224878e+06 1.001320012981320895e+00 2.529584363530517840e-03
2.459119847825135104e+06 1.000437082707129166e+00 2.528488769978868601e-03
2.459119849214045331e+06 1.001289842782511208e+00 2.529275727030429882e-03
2.459119850602955557e+06 9.960645883141030499e-01 2.523859526971049955e-03
2.459119851991865784e+06 1.000027702410270392e+00 2.529748327784821487e-03
2.459119853380776010e+06 9.978646416181830014e-01 2.527080823083898472e-03
2.459119854769686237e+06 9.990398542457392672e-01 2.528241575505570365e-03
2.459119856158596464e+06 1.000294889834189904e+00 2.528148048514496701e-03
2.459119857547506690e+06 9.991747470040499568e-01 2.528125110408452336e-03
2.459119858936416917e+06 1.003386736116626876e+00 2.529787268985726409e-03
2.459119860325326677e+06 1.000291210014412568e+00 2.527415100520651568e-03
2.459119861714236904e+06 1.001456716288476878e+00 2.529170176999393296e-03
2.459119863103147130e+06 1.001160082095029269e+00 2.530374754711256762e-03
2.459119864492057357e+06 1.000455146369170656e+00 2.531616544386506781e-03
2.459119865880967584e+06 1.002155084878172175e+00 2.531279682434957497e-03
2.459119867269877810e+06 1.002204600614119201e+00 2.530728875209380981e-03
2.459119868658787571e+06 1.000884994656642268e+00 2.529900363911060865e-03
2.459119870047697797e+06 9.989682063699673042e-01 2.528713289859937843e-03
2.459119871436607558e+06 1.001831123151764036e+00 2.530695346868897227e-03
2.459119872825517785e+06 9.994448310843204730e-01 2.529539653844787260e-03
2.459119874214428011e+06 9.946678544874090200e-01 2.526355400020983445e-03
2.459119875603338238e+06 9.986419621906643673e-01 2.528645514109247299e-03
2.459119876992248464e+06 1.003315112980816881e+00 2.530645599936086256e-03
2.459119878381158225e+06 1.000845158764522624e+00 2.530624689321685650e-03
2.459119879770068452e+06 1.003422101621644247e+00 2.531898489896623576e-03
2.459119881158978678e+06 1.003183560545394704e+00 2.529522867049897351e-03
2.459119882547888905e+06 9.998121814042595368e-01 2.531241830610376099e-03
2.459119883936798666e+06 9.978959291186522140e-01 2.528660749867818296e-03
2.459119885325708892e+06 1.000396244018869840e+00 2.528045946491266471e-03
2.459119886714618653e+06 9.977175782804342807e-01 2.527144781894304342e-03
2.459119888103528880e+06 9.973612192909201424e-01 2.525843581151539490e-03
2.459119889492439106e+06 1.004973223958269601e+00 2.530514057798272445e-03
2.459119890881349333e+06 1.001617396828141215e+00 2.531542882610900071e-03
2.459119892270259093e+06 9.992373702239708555e-01 2.526905314876506242e-03
2.459119893659169320e+06 1.001607214365837439e+00 2.529233517538615351e-03
2.459119895048079547e+06 1.003620355458433977e+00 2.530028929171933109e-03
2.459119896436989307e+06 9.997514357845221911e-01 2.528069314757635296e-03
2.459119897825899534e+06 9.972838481398458299e-01 2.528059692463630308e-03
2.459119899214809295e+06 9.971885553413801784e-01 2.527462419450896176e-03
2.459119900603719521e+06 1.001050796738776505e+00 2.529661527196734074e-03
2.459119901992629748e+06 9.996049712071917170e-01 2.529092872814779364e-03
2.459119903381539974e+06 1.003404561218137703e+00 2.531352679128200892e-03
2.459119904770449270e+06 1.002235746954258877e+00 2.529829077095165687e-03
2.459119906159359496e+06 9.976024519717595629e-01 2.528327300433048149e-03
2.459119907548269723e+06 9.990483509701427733e-01 2.532318422247136110e-03
2.459119908937179949e+06 1.002626779109415001e+00 2.531592741180060079e-03
2.459119910326089710e+06 9.968985152630397417e-01 2.526871987645982337e-03
2.459119911714999937e+06 1.003828105779473567e+00 2.533179918579654601e-03
2.459119913103910163e+06 9.973306072018873758e-01 2.529622180405348246e-03
2.459119914492819458e+06 1.000870149651689189e+00 2.528768141499514611e-03
2.459119915881729685e+06 1.001414581415844607e+00 2.529119622121692949e-03
2.459119917270639911e+06 1.002042516759081847e+00 2.530459251967963948e-03
2.459119918659549672e+06 9.973699557252239112e-01 2.526411699247599167e-03
2.459119920048459899e+06 9.979413504334351259e-01 2.528533513691544939e-03
2.459119921437370125e+06 9.997598648766552465e-01 2.527379414398151381e-03
2.459119922826279420e+06 1.005223482890649667e+00 2.531747580001706376e-03
2.459119924215189647e+06 9.997428709928973811e-01 2.530825643884688624e-03
2.459119925604099408e+06 9.988329821641376283e-01 2.530552171658809277e-03
2.459119926993009634e+06 1.000307978180451807e+00 2.529539955418435692e-03
2.459119928381919861e+06 1.003953319966473856e+00 2.531735732509991701e-03
2.459119929770829622e+06 1.004438015021004826e+00 2.533466485911058629e-03
2.459119931159739848e+06 1.000078683522961143e+00 2.529258553320464908e-03
2.459119932548649143e+06 9.967010291068310046e-01 2.526063915353087865e-03
2.459119933937559370e+06 9.959835517582473763e-01 2.524745186220308819e-03
2.459119935326469131e+06 1.002238346800168989e+00 2.531458801662829321e-03
2.459119936715379357e+06 9.963662662326713271e-01 2.526234206332033088e-03
2.459119938104289118e+06 1.000501281472691684e+00 2.529356331789856405e-03
2.459119939493199345e+06 9.981558470494522606e-01 2.525972135054328858e-03
2.459119940882109106e+06 1.002611679875612394e+00 2.528442323278369021e-03
2.459119942271018866e+06 9.997983346618221079e-01 2.529212828391161089e-03
2.459119943659928627e+06 9.978879194896267402e-01 2.527675662457337311e-03
2.459119945048838854e+06 1.000186545468316757e+00 2.528375513234223156e-03
2.459119946437748615e+06 9.973967948178378284e-01 2.526306372864546828e-03
2.459119947826658841e+06 1.002453395390290325e+00 2.529029763569550816e-03
2.459119949215568602e+06 9.987168706122220296e-01 2.528516416522119063e-03
2.459119950604478363e+06 9.986482154510252229e-01 2.528949445010912622e-03
2.459119951993388124e+06 1.001275306230734019e+00 2.529810481782725651e-03
2.459119953382298350e+06 9.964368291077734252e-01 2.525219033172489917e-03
2.459119954771208111e+06 1.002804339071036610e+00 2.532038983822525961e-03
2.459119956160118338e+06 9.979976481097058150e-01 2.527026978991898758e-03
2.459119957549028099e+06 9.989124401947491183e-01 2.527613457264567091e-03
2.459119958937937859e+06 1.003396899178643276e+00 2.529296545022731262e-03
2.459119960326847620e+06 9.975292211898036943e-01 2.526112706073872609e-03
2.459119961715757381e+06 1.002037467427519202e+00 2.528945870215914410e-03
2.459119963104667608e+06 9.985414338764176945e-01 2.527998080525910643e-03
2.459119964493577369e+06 9.994589663514005240e-01 2.529179982577993684e-03
2.459119965882487129e+06 1.001802750594744440e+00 2.532663270771560223e-03
2.459119967271397356e+06 9.963136498265754426e-01 2.524329476646536112e-03
2.459119968660306651e+06 9.967174497664564869e-01 2.526610971880162166e-03
2.459119970049216412e+06 1.005710857997014429e+00 2.531900880053983369e-03
2.459119971438126639e+06 9.969951319518394195e-01 2.526851201104151224e-03
2.459119972827036399e+06 9.993678348228937081e-01 2.526585977341214064e-03
2.459119974215946160e+06 1.001915826096545059e+00 2.528831284607799615e-03
2.459119975604856387e+06 9.992360220743987664e-01 2.528392530693940581e-03
2.459119976993766148e+06 1.000008631424138095e+00 2.527820138015802846e-03
2.459119978382675443e+06 9.981031470736482225e-01 2.531909413831028195e-03
2.459119979771585204e+06 9.965390998943142176e-01 2.527801798331174698e-03
2.459119981160495430e+06 9.960276344639511503e-01 2.526319334650184260e-03
2.459119982549405191e+06 9.971702047693946636e-01 2.526621217753385364e-03
2.459119983938314952e+06 9.997427267617696733e-01 2.529098755369617139e-03
2.459119985327225178e+06 1.001394233998995187e+00 2.529625475589897948e-03
2.459119986716134474e+06 1.002431168633735936e+00 2.529963715139354075e-03
2.459119988105044235e+06 1.001908661657151978e+00 2.529551197030289762e-03
2.459119989493953995e+06 1.000395917440139781e+00 2.528405022972512409e-03
2.459119990882863756e+06 1.002114692846284072e+00 2.533131100300703171e-03
2.459119992271773983e+06 9.987828639285365462e-01 2.527649666836601864e-03
2.459119993660683744e+06 9.991142826917642772e-01 2.527363875162772465e-03
2.459119995049593505e+06 9.984519765452533058e-01 2.527249913415070218e-03
2.459119996438502800e+06 9.975460383782628337e-01 2.530559315174481065e-03
2.459119997827412561e+06 1.001499521437870355e+00 2.529636333263922138e-03
2.459119999216322787e+06 9.999230499468074740e-01 2.528162109372255641e-03
2.459120000605232548e+06 9.989291289309629729e-01 2.528601128496297916e-03
2.459120001994142309e+06 1.002512174786982957e+00 2.530876657848672717e-03
2.459120003383052070e+06 1.002863201913547719e+00 2.530849846371385249e-03
2.459120004771961365e+06 9.972108695191056471e-01 2.526200677161910893e-03
2.459120006160871126e+06 1.000170428061492256e+00 2.528021995825683287e-03
2.459120007549780887e+06 9.998603524097606776e-01 2.529298862788848749e-03
2.459120008938690647e+06 9.998221454359192961e-01 2.531184874901261806e-03
2.459120010327600874e+06 9.985281096135111278e-01 2.527677696956257339e-03
2.459120011716510635e+06 1.004074364206138270e+00 2.535213678789545108e-03
2.459120013105420396e+06 9.944820472150845969e-01 2.525255727826898697e-03
2.459120014494329691e+06 9.959513362744906173e-01 2.526142563051182819e-03
2.459120015883239452e+06 9.999518891729962666e-01 2.528167709859728291e-03
2.459120017272149213e+06 9.974662465647352594e-01 2.529896488885269735e-03
2.459120018661058974e+06 1.001471639670769687e+00 2.528642539038465989e-03
2.459120020049968734e+06 9.981719701102157449e-01 2.527925044384209726e-03
2.459120021438878495e+06 9.983048682393548257e-01 2.531085713641906178e-03
2.459120022827788256e+06 1.002918648348241737e+00 2.531319613406564882e-03
2.459120024216697551e+06 1.002995939058238140e+00 2.530201117289277834e-03
2.459120025605607312e+06 9.981194464652498599e-01 2.529589085686568140e-03
2.459120026994517073e+06 1.000410649670931518e+00 2.529212378096533983e-03
2.459120028383426834e+06 1.000190772116517302e+00 2.528621860657797628e-03
2.459120029772336595e+06 9.982532157925887439e-01 2.528098245989104410e-03
2.459120031161246356e+06 9.964278114799840491e-01 2.526106071114554968e-03
2.459120032550155651e+06 1.000501251221009413e+00 2.530329126111889593e-03
2.459120033939065412e+06 9.973353059416460997e-01 2.528016554218625103e-03
2.459120035327975173e+06 1.003033710940168577e+00 2.530398951841427834e-03
2.459120036716884933e+06 9.998317137932728471e-01 2.530991981362988499e-03
2.459120038105794694e+06 1.002901752466850871e+00 2.532607923515275625e-03
2.459120039494704455e+06 1.000115625896426996e+00 2.527952345084551189e-03
2.459120040883614216e+06 1.002229472164652968e+00 2.533770248607659058e-03
2.459120042272523046e+06 1.000660232207421174e+00 2.530027575919343262e-03
2.459120043661432806e+06 1.000971583393873265e+00 2.529174716773738372e-03
2.459120045050342567e+06 1.000510015016736975e+00 2.530335588810396150e-03
2.459120046439252328e+06 1.000707073126764657e+00 2.528271183872737252e-03
2.459120047828162089e+06 9.996697809413083169e-01 2.527618886807129605e-03
2.459120049217071850e+06 9.995370924575177618e-01 2.527303277008008820e-03
2.459120050605981145e+06 9.996261537659605345e-01 2.530288572975326802e-03
2.459120051994890906e+06 9.998758086406539514e-01 2.529686684387801379e-03
2.459120053383800201e+06 1.000815676349260164e+00 2.530465819029053317e-03
2.459120054772709962e+06 9.988071911398912484e-01 2.528934426594244347e-03
2.459120056161619723e+06 1.001264611214523370e+00 2.530331740797994375e-03
2.459120057550529484e+06 1.002413942207513564e+00 2.532095258258024173e-03
2.459120058939439245e+06 9.991715315184379609e-01 2.528010380263085149e-03
2.459120060328348074e+06 9.996161783758804598e-01 2.528421446331017165e-03
2.459120061717257835e+06 1.000582893614788915e+00 2.528625851639623463e-03
2.459120063106167596e+06 9.981874226887732515e-01 2.531195901797361151e-03
2.459120064495077357e+06 1.002220083937346740e+00 2.529834333061438140e-03
2.459120065883987118e+06 1.000351164899890621e+00 2.531200126035946379e-03
2.459120067272896413e+06 9.959081552110714552e-01 2.526207839381358188e-03
2.459120068661805708e+06 9.977813365551919667e-01 2.527605602561811254e-03
2.459120070050715469e+06 1.001257770397383062e+00 2.529762497223932236e-03
2.459120071439625230e+06 1.001645193348191576e+00 2.528487557970198092e-03
2.459120072828534525e+06 1.002394752408201972e+00 2.528938236545786103e-03
2.459120074217444286e+06 9.948250913946351526e-01 2.525432071127726302e-03
2.459120075606354047e+06 9.961346543059289571e-01 2.527731893558361493e-03
2.459120076995263342e+06 1.001335366839797514e+00 2.530318682499387451e-03
2.459120078384172637e+06 1.000752493278012301e+00 2.530204333524211160e-03
2.459120079773082398e+06 9.983043172996904913e-01 2.528145801880533634e-03
2.459120081161991693e+06 9.997909686548666075e-01 2.529482519619940389e-03
2.459120082550901454e+06 1.002213970536821597e+00 2.531922367338581680e-03
2.459120083939811215e+06 1.000110069565303572e+00 2.531981607141447349e-03
2.459120085328720510e+06 1.003766193054362654e+00 2.533260456712633710e-03
2.459120086717629805e+06 9.993114090507254632e-01 2.528303318692551056e-03
2.459120088106539566e+06 9.936242212946432284e-01 2.528196170969711828e-03
2.459120089495448861e+06 1.002432067126578286e+00 2.531522825094179203e-03
2.459120090884358622e+06 1.002905277670178563e+00 2.532185885461975608e-03
2.459120092273268383e+06 1.000874280755866819e+00 2.529919408390418536e-03
2.459120093662177678e+06 9.958582699536512317e-01 2.528416325905314798e-03
2.459120095051087439e+06 1.002274048201926115e+00 2.531532898940053438e-03
2.459120096439996269e+06 9.995027035476132804e-01 2.528593197299690894e-03
2.459120097828906029e+06 1.006630577539342708e+00 2.534635076596944425e-03
2.459120099217815325e+06 9.960664120421174328e-01 2.528753524200261227e-03
2.459120100606725086e+06 9.975968360002330781e-01 2.526969456130162724e-03
2.459120101995634846e+06 9.922915571530191992e-01 2.522949731569974329e-03
2.459120103384544142e+06 1.004156188484626622e+00 2.531004812547628900e-03
2.459120104773453902e+06 1.001892018446979060e+00 2.530798829780300796e-03
2.459120106162362732e+06 1.003207988072972956e+00 2.529594989331129633e-03
2.459120107551272493e+06 9.990245463300679862e-01 2.528204433974908134e-03
2.459120108940181788e+06 1.001507610653576741e+00 2.531788354709719156e-03
2.459120110329091549e+06 1.002588034352512647e+00 2.532935201181564511e-03
2.459120111718000844e+06 9.970298425580356172e-01 2.531980712661807686e-03
2.459120113106910605e+06 9.974083600128658134e-01 2.527508908176974954e-03
2.459120114495819435e+06 1.002042688359346068e+00 2.532546647172089892e-03
2.459120115884729195e+06 1.000263432251240259e+00 2.529401999254735078e-03
2.459120117273638491e+06 1.002484852909166779e+00 2.532862440681463850e-03
2.459120118662547786e+06 9.982960018607076602e-01 2.525985568057147884e-03
2.459120120051457547e+06 1.000716502152651399e+00 2.531731132232653819e-03
2.459120121440366842e+06 1.000285516931180840e+00 2.528621763369161279e-03
2.459120122829276603e+06 9.997280680782636431e-01 2.529143510382158601e-03
2.459120124218185432e+06 1.000172900809201293e+00 2.530468937406092980e-03
2.459120125607095193e+06 9.992313098318537090e-01 2.529831470803122796e-03
2.459120126996004488e+06 1.003641306151551671e+00 2.530325517306491849e-03
2.459120128384913784e+06 1.003474368071036515e+00 2.532962112733488057e-03
2.459120129773823544e+06 1.001770234105029411e+00 2.533259836907079173e-03
2.459120131162732840e+06 9.957404414700966599e-01 2.527857229412747153e-03
2.459120132551642135e+06 1.000933694008386388e+00 2.529569489627893526e-03
2.459120133940551430e+06 1.002129816853816857e+00 2.531865107567795280e-03
2.459120135329460725e+06 1.003572121115280602e+00 2.532307923464469524e-03
2.459120136718370486e+06 1.001686048958584818e+00 2.530626005729408063e-03
2.459120138107279781e+06 9.981918977185003650e-01 2.531962968630676551e-03
2.459120139496189076e+06 1.001904937534656703e+00 2.529823176677553284e-03
2.459120140885098837e+06 1.000202879605674777e+00 2.528897348088542368e-03
2.459120142274007667e+06 9.996638304817027088e-01 2.529355280527909120e-03
2.459120143662916962e+06 9.995617862926297059e-01 2.533400517124292928e-03
2.459120145051826257e+06 9.981412850840971629e-01 2.526680917756716008e-03
2.459120146440736018e+06 1.001723880777280584e+00 2.530451666733691228e-03
2.459120147829645313e+06 9.996796867822519417e-01 2.528236541491802897e-03
2.459120149218554609e+06 1.004657290480979182e+00 2.535031334350324426e-03
2.459120150607463904e+06 9.988030626554009750e-01 2.528676146429840576e-03
2.459120151996373199e+06 1.000159720797072938e+00 2.529022486222492084e-03
2.459120153385282494e+06 9.964881707614587913e-01 2.525992186357261995e-03
2.459120154774191789e+06 9.993722961175166564e-01 2.527414735801971832e-03
2.459120156163101085e+06 9.997708255966062385e-01 2.529069968032679732e-03
2.459120157552010845e+06 9.955115173941748719e-01 2.525832915716427155e-03
2.459120158940920141e+06 9.957402119455666112e-01 2.526934400588830548e-03
2.459120160329828970e+06 9.984570661372554889e-01 2.527736982101927172e-03
2.459120161718738265e+06 1.000461425380202440e+00 2.531701980328531377e-03
2.459120163107648026e+06 1.003881150764815100e+00 2.531106846433187410e-03
2.459120164496557321e+06 1.003718976771517335e+00 2.531268764673414145e-03
2.459120165885466617e+06 9.998329199825893854e-01 2.530841761774139682e-03
2.459120167274375912e+06 1.000129274540985103e+00 2.532892272202802095e-03
2.459120168663284741e+06 9.975705012319122655e-01 2.529048816672374144e-03
2.459120170052194037e+06 1.000633454437081626e+00 2.531117489454860585e-03
2.459120171441103332e+06 1.002303570698516388e+00 2.531879850725246225e-03
2.459120172830013093e+06 9.995228498131144557e-01 2.529596267442311627e-03
2.459120174218922388e+06 1.000486385163251946e+00 2.530524418171199632e-03
2.459120175607831683e+06 9.976600130278077128e-01 2.526693476996083251e-03
2.459120176996740978e+06 9.961500002408842924e-01 2.526010315467393068e-03
2.459120178385649808e+06 1.004662538247253378e+00 2.534062454499418689e-03
2.459120179774559103e+06 9.999767144130490282e-01 2.528510813277896722e-03
2.459120181163468398e+06 9.977992351053918130e-01 2.530703721089282935e-03
2.459120182552377693e+06 1.000672272798626139e+00 2.533263591944797440e-03
2.459120183941286989e+06 9.936550569545357092e-01 2.524893248929478001e-03
2.459120185330196284e+06 1.002392405807803533e+00 2.533242680358351040e-03
2.459120186719105579e+06 9.986616663668949068e-01 2.527286902938994523e-03
2.459120188108014408e+06 9.997937063922045509e-01 2.528510761058806126e-03
2.459120189496923704e+06 1.003844503403979793e+00 2.535881648413053965e-03
2.459120190885833465e+06 9.974744825241925739e-01 2.528702925911328805e-03
2.459120192274742760e+06 1.000628852415270442e+00 2.529553225970065933e-03
2.459120193663652055e+06 1.002064822636901331e+00 2.530365746045819004e-03
2.459120195052561350e+06 9.948256087833967642e-01 2.524920387000353147e-03
2.459120196441470180e+06 1.000411922051982039e+00 2.529937441763984666e-03
2.459120197830379009e+06 1.003706316335494453e+00 2.529932827491313246e-03
2.459120199219288304e+06 9.996282901258801701e-01 2.528390909943764586e-03
2.459120200608197600e+06 1.002555851367968653e+00 2.532592702725164260e-03
2.459120201997106895e+06 1.002399280697573891e+00 2.533443694741717087e-03
2.459120203386016190e+06 9.978402631137134327e-01 2.527234174403504390e-03
2.459120204774925485e+06 9.997239766526404559e-01 2.530580741663693289e-03
2.459120206163834315e+06 9.994548456340576204e-01 2.530368511252817278e-03
2.459120207552743610e+06 9.993316552893716231e-01 2.528846601338670223e-03
2.459120208941652905e+06 1.001660427294710720e+00 2.530339013748075534e-03
2.459120210330562200e+06 1.000474360065587431e+00 2.531888328872113937e-03
2.459120211719471496e+06 1.000535318651773142e+00 2.529395005861739300e-03
2.459120213108380791e+06 1.001245421176790495e+00 2.529884094261226034e-03
2.459120214497289620e+06 1.002102665593530784e+00 2.531280092866447940e-03
2.459120215886198916e+06 9.981802433649310524e-01 2.528627165757981864e-03
2.459120217275107745e+06 9.976807185944807088e-01 2.528777788049263713e-03
2.459120218664017040e+06 1.000807197933123671e+00 2.532603746564741475e-03
2.459120220052926335e+06 1.000780901674441781e+00 2.529864533132212580e-03
2.459120221441835631e+06 1.002913964344537723e+00 2.529665619295881455e-03
2.459120222830744926e+06 9.999750404755826105e-01 2.531239450335063309e-03
2.459120224219653755e+06 1.000420498738001873e+00 2.531596071665859551e-03
2.459120225608562585e+06 9.969257410070295755e-01 2.527185978850902178e-03
2.459120226997471880e+06 1.002574983746172155e+00 2.531540284567120828e-03
2.459120228386381175e+06 9.996592646392912229e-01 2.529244994980979055e-03
2.459120229775290471e+06 9.982326101100563731e-01 2.530733488719372551e-03
2.459120231164199766e+06 1.000197870374094133e+00 2.533147093503688649e-03
2.459120232553108130e+06 9.994274007829827555e-01 2.529505879313188703e-03
2.459120233942017425e+06 9.983424217638932063e-01 2.528299950211090278e-03
2.459120235330926720e+06 9.995280402508793793e-01 2.529190495933136308e-03
2.459120236719836015e+06 9.975376868348786452e-01 2.527848374536722890e-03
2.459120238108744845e+06 1.003119011664558968e+00 2.531731287602907374e-03
2.459120239497654140e+06 9.977712945061064653e-01 2.528792548310533888e-03
2.459120240886563435e+06 1.000153170386095081e+00 2.529483521870977761e-03
2.459120242275472265e+06 1.004998951762541282e+00 2.534076625589453628e-03
2.459120243664381094e+06 9.956109666278887271e-01 2.525420156346349070e-03
2.459120245053290389e+06 1.001441504475107935e+00 2.532357608272263125e-03
2.459120246442199685e+06 1.003267712096316266e+00 2.529966947228989068e-03
2.459120247831108514e+06 9.968515142088043568e-01 2.526378212834320611e-03
2.459120249220017809e+06 1.001627678511143982e+00 2.530975803104165613e-03
2.459120250608926639e+06 9.928243972100856407e-01 2.523484219823499564e-03
2.459120251997835469e+06 1.001366098187361997e+00 2.529413561115846816e-03
2.459120253386744764e+06 9.961853563750139307e-01 2.528140167258532012e-03
2.459120254775654059e+06 1.001664019216353729e+00 2.529429962252921580e-03
2.459120256164562888e+06 9.991580553930226039e-01 2.530604242304725429e-03
2.459120257553472184e+06 1.001015324691106656e+00 2.529830840251611618e-03
2.459120258942381479e+06 1.000862016240059438e+00 2.533181416660989799e-03
2.459120260331289843e+06 9.956528614034062530e-01 2.525027380401995928e-03
2.459120261720199138e+06 1.000877064316443965e+00 2.531239425225432355e-03
2.459120263109107967e+06 9.977719815572856366e-01 2.528233781807696662e-03
2.459120264498017263e+06 9.965212558248405239e-01 2.527092988286548398e-03
2.459120265886926558e+06 1.001728702395190407e+00 2.532423709145989119e-03
2.459120267275835387e+06 1.000213460312107117e+00 2.530448572375425080e-03
2.459120268664744217e+06 1.001429050640225471e+00 2.531878595168810496e-03
2.459120270053653046e+06 1.000096626096420138e+00 2.529705571702284619e-03
2.459120271442562342e+06 1.000612074550640163e+00 2.530428932135673700e-03
2.459120272831471171e+06 1.000462788300851003e+00 2.530919001976553000e-03
2.459120274220380466e+06 1.002557042462844050e+00 2.530655271657573317e-03
2.459120275609289296e+06 1.003366805323050670e+00 2.530068052357255584e-03
2.459120276998198591e+06 9.976792905471891793e-01 2.527013970010446361e-03
2.459120278387106955e+06 9.990912170858949892e-01 2.529796771655930081e-03
2.459120279776016250e+06 1.002917803903556448e+00 2.532372366906814574e-03
2.459120281164925080e+06 9.975605065441941477e-01 2.527996536974559671e-03
2.459120282553834375e+06 9.982723591244638817e-01 2.526756805020021791e-03
2.459120283942743205e+06 1.000375802821826809e+00 2.531804011802189346e-03
2.459120285331652500e+06 1.002463544031759302e+00 2.529737348665858556e-03
2.459120286720561329e+06 9.959685964740058184e-01 2.526247001959391111e-03
2.459120288109470159e+06 9.998315704665471371e-01 2.531117243383352363e-03
2.459120289498378988e+06 1.000479996177696673e+00 2.530889507262142155e-03
2.459120290887288284e+06 9.937763263649860290e-01 2.526072373509819294e-03
2.459120292276197113e+06 9.985839085382378633e-01 2.528125669167121010e-03
2.459120293665105943e+06 1.002743160751000007e+00 2.532487791984448875e-03
2.459120295054015238e+06 1.000882890237618783e+00 2.529205192182868225e-03
2.459120296442923602e+06 9.992724250568699729e-01 2.529913274261225229e-03
2.459120297831832897e+06 1.003385800822059526e+00 2.531085481466859195e-03
2.459120299220741726e+06 1.004740381140267758e+00 2.532462656224101615e-03
2.459120300609650556e+06 1.000334041968037102e+00 2.528764184822503407e-03
2.459120301998559851e+06 9.991003244319095478e-01 2.527192518392995350e-03
2.459120303387468681e+06 1.001191095955493271e+00 2.529432940879483994e-03
2.459120304776377510e+06 1.003634193619878934e+00 2.533727747506585651e-03
2.459120306165286340e+06 9.972957311054827523e-01 2.527215917265284318e-03
2.459120307554195169e+06 9.996057323518219295e-01 2.530839977872966200e-03
2.459120308943103999e+06 9.985397689138468813e-01 2.527235046215223126e-03
2.459120310332013294e+06 1.000888168581396176e+00 2.529060798779596362e-03
2.459120311720922124e+06 9.970405171516776299e-01 2.527908154286305237e-03
2.459120313109830953e+06 1.000807473374524026e+00 2.530021308176459097e-03
2.459120314498739783e+06 1.001540809262789100e+00 2.531158105425587897e-03
2.459120315887648612e+06 1.001222561458305016e+00 2.533398110577103970e-03
2.459120317276557442e+06 1.001184689031843211e+00 2.531491555878658071e-03
2.459120318665466737e+06 1.000245382138348349e+00 2.529217253730216795e-03
2.459120320054375567e+06 1.000215470544172813e+00 2.528983830792587775e-03
2.459120321443284396e+06 9.985040824062892950e-01 2.527203582222436497e-03
2.459120322832193226e+06 1.000002141326476801e+00 2.530066367151971671e-03
2.459120324221102055e+06 9.999519538135622776e-01 2.529357984841227539e-03
2.459120325610010885e+06 9.993155115625949048e-01 2.528599079467106804e-03
2.459120326998919714e+06 9.991405220946849575e-01 2.530489479325287276e-03
2.459120328387828544e+06 9.998995577865935624e-01 2.530607867860740125e-03
2.459120329776737373e+06 1.006901235926898286e+00 2.538186760586047270e-03
2.459120331165646669e+06 9.962642986301982750e-01 2.529614909203171426e-03
2.459120332554555032e+06 1.000473772953145213e+00 2.530274522484709035e-03
2.459120333943463862e+06 1.001959198641047655e+00 2.529692734694137177e-03
2.459120335332372691e+06 1.000096293309823192e+00 2.528289348765468299e-03
2.459120336721281521e+06 1.000129551344155487e+00 2.526945475078028625e-03
2.459120338110190816e+06 9.977897349348152645e-01 2.528082940430780197e-03
2.459120339499099646e+06 1.000371724997378475e+00 2.528988861834268256e-03
2.459120340888008475e+06 1.002128093110932650e+00 2.533365997870702397e-03
2.459120342276916839e+06 9.956804590272624322e-01 2.527270559057047047e-03
2.459120343665825669e+06 9.983624169606815091e-01 2.527282107002989421e-03
2.459120345054734498e+06 1.003435456853729368e+00 2.531353807238208211e-03
2.459120346443643328e+06 9.969586279042176313e-01 2.527687035935634926e-03
2.459120347832552157e+06 1.000338799630833497e+00 2.533145227351749941e-03
2.459120349221460987e+06 1.001763050366883290e+00 2.531981134417550863e-03
2.459120350610369816e+06 9.990764850516514750e-01 2.530723341862067214e-03
2.459120351999278646e+06 9.947616438194831767e-01 2.527710053184552101e-03
2.459120353388187476e+06 1.001418491161163216e+00 2.531466666528372871e-03
2.459120354777096305e+06 1.005456456717893854e+00 2.532844067233375358e-03
2.459120356166005135e+06 9.994411831740126484e-01 2.528683150592000561e-03
2.459120357554913964e+06 1.004117901892248810e+00 2.531954278461120804e-03
2.459120358943822794e+06 9.975452863649667545e-01 2.527884680821648831e-03
2.459120360332731158e+06 9.995211411882685137e-01 2.529118173652165902e-03
2.459120361721639987e+06 9.998170480073657052e-01 2.526909906883859601e-03
2.459120363110548817e+06 9.964815553507440082e-01 2.530175477567012804e-03
2.459120364499457646e+06 9.993435402452991445e-01 2.528765649471904735e-03
2.459120365888366476e+06 1.002221799005416747e+00 2.530705926244998950e-03
2.459120367277275305e+06 9.984819108089476591e-01 2.527762626552601706e-03
2.459120368666184135e+06 9.977009902083302517e-01 2.532499314097963472e-03
2.459120370055092499e+06 1.004114625456528076e+00 2.533727943812824710e-03
